,word data,ocr data,conf,check,ocr time,
5456,r,r,96,0,,
5457,l,l,96,0,,
5458,a,a,96,0,,
5459,b,b,96,0,,
5460,e,e,96,0,,
5461,l,l,96,0,,
5462,s,s,96,0,,
5463,a,a,96,0,,
5464,p,p,96,0,,
5465,p,p,96,0,,
5466,l,l,96,0,,
5467,i,i,96,0,,
5468,e,e,96,0,,
5469,d,d,96,0,,
5470,f,f,96,0,,
5471,o,o,96,0,,
5472,r,r,96,0,,
5473,o,o,96,0,,
5474,r,r,96,0,,
5475,s,s,96,0,,
5476,e,e,96,0,,
5477,r,r,96,0,,
5478,v,v,96,0,,
5479,e,e,96,0,,
5480,o,o,96,0,,
5481,n,n,96,0,,
5482,t,t,96,0,,
5483,h,h,96,0,,
5484,e,e,96,0,,
5485,a,a,96,0,,
5486,p,p,96,0,,
5487,p,p,96,0,,
5488,l,l,96,0,,
5489,i,i,96,0,,
5490,c,c,96,0,,
5491,a,a,96,0,,
5492,n,n,96,0,,
5493,t,t,96,0,,
5494,w,w,96,0,,
5495,r,r,96,0,,
5496,i,i,96,0,,
5497,t,t,96,0,,
5498,t,t,96,0,,
5499,e,e,96,0,,
5500,n,n,96,0,,
5501,n,n,96,0,,
5502,o,o,96,0,,
5503,t,t,96,0,,
5504,i,i,96,0,,
5505,c,c,96,0,,
5506,e,e,96,0,,
5507,o,o,96,0,,
5508,f,f,96,0,,
5509,h,h,96,0,,
5510,i,i,96,0,,
5511,s,s,96,0,,
5512,r,r,96,0,,
5513,e,e,96,0,,
5514,f,f,96,0,,
5515,u,u,96,0,,
5516,s,s,96,0,,
5517,a,a,96,0,,
5518,l,l,96,0,,
5519,t,t,97,0,,
5520,o,o,97,0,,
5521,i,i,96,0,,
5522,s,s,96,0,,
5523,s,s,96,0,,
5524,u,u,96,0,,
5525,e,e,96,0,,
5526,t,t,96,0,,
5527,h,h,96,0,,
5528,e,e,96,0,,
5529,l,l,96,0,,
5530,a,a,96,0,,
5531,b,b,96,0,,
5532,e,e,96,0,,
5533,l,l,96,0,,
5534,o,o,96,0,,
5535,r,r,96,0,,
5536,l,l,96,0,,
5537,a,a,96,0,,
5538,b,b,96,0,,
5539,e,e,96,0,,
5540,l,l,96,0,,
5541,s,s,96,0,,
5542,",",",",96,0,,
5543,a,a,96,0,,
5544,n,n,96,0,,
5545,d,d,96,0,,
5546,i,i,96,0,,
5547,f,f,96,0,,
5548,a,a,96,0,,
5549,t,t,96,0,,
5550,t,t,96,0,,
5551,h,h,96,0,,
5552,e,e,96,0,,
5553,e,e,96,0,,
5554,n,n,96,0,,
5555,d,d,96,0,,
5556,o,o,96,0,,
5557,f,f,96,0,,
5558,t,t,96,0,,
5559,h,h,96,0,,
5560,o,o,96,0,,
5561,s,s,96,0,,
5562,e,e,96,0,,
5563,2,2,96,0,,
5564,8,8,96,0,,
5565,d,d,96,0,,
5566,a,a,96,0,,
5567,y,y,96,0,,
5568,s,s,96,0,,
5569,h,h,96,0,,
5570,e,e,96,0,,
5571,h,h,96,0,,
5572,a,a,96,0,,
5573,s,s,96,0,,
5574,d,d,96,0,,
5575,o,o,96,0,,
5576,n,n,96,0,,
5577,e,e,96,0,,
5578,n,n,96,0,,
5579,e,e,96,0,,
5580,i,i,96,0,,
5581,t,t,96,0,,
5582,h,h,96,0,,
5583,e,e,96,0,,
5584,r,r,96,0,,
5585,o,o,96,0,,
5586,f,f,96,0,,
5587,t,t,96,0,,
5588,h,h,96,0,,
5589,o,o,96,0,,
5590,s,s,96,0,,
5591,e,e,96,0,,
5592,t,t,96,0,,
5593,h,h,96,0,,
5594,i,i,96,0,,
5595,n,n,96,0,,
5596,g,g,96,0,,
5597,s,s,96,0,,
5598,",",",",96,0,,
5599,a,a,96,0,,
5600,l,l,96,0,,
5601,a,a,96,0,,
5602,b,b,96,0,,
5603,e,e,96,0,,
5604,l,l,96,0,,
5605,o,o,96,0,,
5606,r,r,96,0,,
5607,l,l,96,0,,
5608,a,a,96,0,,
5609,b,b,96,0,,
5610,e,e,96,0,,
5611,l,l,96,0,,
5612,s,s,96,0,,
5613,s,s,96,0,,
5614,h,h,96,0,,
5615,a,a,96,0,,
5616,l,l,96,0,,
5617,l,l,96,0,,
5618,b,b,96,0,,
5619,e,e,96,0,,
5620,d,d,96,0,,
5621,e,e,96,0,,
5622,e,e,96,0,,
5623,m,m,96,0,,
5624,e,e,96,0,,
5625,d,d,96,0,,
5626,t,t,96,0,,
5627,o,o,96,0,,
5628,h,h,96,0,,
5629,a,a,96,0,,
5630,v,v,96,0,,
5631,e,e,96,0,,
5632,b,b,96,0,,
5633,e,e,96,0,,
5634,e,e,96,0,,
5635,n,n,96,0,,
5636,i,i,92,0,,
5637,s,s,92,0,,
5638,s,s,92,0,,
5639,u,u,92,0,,
5640,e,e,92,0,,
5641,d,d,92,0,,
5642,6,6,94,0,,
5643,A,A,94,0,,
5644,n,n,96,0,,
5645,o,o,96,0,,
5646,i,i,96,0,,
5647,s,s,96,0,,
5648,e,e,96,0,,
5649,e,e,96,0,,
5650,m,m,96,0,,
5651,i,i,96,0,,
5652,s,s,96,0,,
5653,s,s,96,0,,
5654,i,i,96,0,,
5655,o,o,96,0,,
5656,n,n,96,0,,
5657,l,l,96,0,,
5658,a,a,96,0,,
5659,b,b,96,0,,
5660,e,e,96,0,,
5661,l,l,96,0,,
5662,t,t,96,0,,
5663,h,h,96,0,,
5664,a,a,96,0,,
5665,t,t,96,0,,
5666,i,i,96,0,,
5667,s,s,96,0,,
5668,i,i,96,0,,
5669,s,s,96,0,,
5670,s,s,96,0,,
5671,u,u,96,0,,
5672,e,e,96,0,,
5673,d,d,96,0,,
5674,i,i,96,0,,
5675,n,n,96,0,,
5676,c,c,96,0,,
5677,o,o,96,0,,
5678,n,n,96,0,,
5679,s,s,96,0,,
5680,e,e,96,0,,
5681,q,q,96,0,,
5682,u,u,96,0,,
5683,e,e,96,0,,
5684,n,n,96,0,,
5685,c,c,96,0,,
5686,e,e,96,0,,
5687,o,o,96,0,,
5688,f,f,96,0,,
5689,m,m,96,0,,
5690,i,i,96,0,,
5691,s,s,96,0,,
5692,l,l,96,0,,
5693,e,e,96,0,,
5694,a,a,96,0,,
5695,d,d,96,0,,
5696,i,i,96,0,,
5697,n,n,96,0,,
5698,g,g,96,0,,
5699,",",",",96,0,,
5700,f,f,96,0,,
5701,a,a,96,0,,
5702,l,l,96,0,,
5703,s,s,96,0,,
5704,e,e,96,0,,
5705,",",",",96,0,,
5706,w,w,96,0,,
5707,r,r,96,0,,
5708,o,o,96,0,,
5709,n,n,96,0,,
5710,g,g,96,0,,
5711,o,o,96,0,,
5712,r,r,96,0,,
5713,i,i,96,0,,
5714,n,n,96,0,,
5715,c,c,96,0,,
5716,o,o,96,0,,
5717,m,m,96,0,,
5718,p,p,96,0,,
5719,l,l,96,0,,
5720,e,e,96,0,,
5721,t,t,96,0,,
5722,e,e,96,0,,
5723,i,i,96,0,,
5724,n,n,96,0,,
5725,f,f,96,0,,
5726,o,o,96,0,,
5727,r,r,96,0,,
5728,m,m,96,0,,
5729,a,a,96,0,,
5730,t,t,96,0,,
5731,i,i,96,0,,
5732,o,o,96,0,,
5733,n,n,96,0,,
5734,f,f,96,0,,
5735,u,u,96,0,,
5736,r,r,96,0,,
5737,n,n,96,0,,
5738,i,i,96,0,,
5739,s,s,96,0,,
5740,h,h,96,0,,
5741,e,e,96,0,,
5742,d,d,96,0,,
5743,b,b,96,0,,
5744,y,y,96,0,,
5745,a,a,96,0,,
5746,n,n,96,0,,
5747,a,a,96,0,,
5748,p,p,96,0,,
5749,p,p,96,0,,
5750,l,l,96,0,,
5751,i,i,96,0,,
5752,c,c,96,0,,
5753,a,a,96,0,,
5754,n,n,96,0,,
5755,t,t,96,0,,
5756,i,i,96,0,,
5757,n,n,96,0,,
5758,c,c,97,0,,
5759,o,o,97,0,,
5760,n,n,97,0,,
5761,n,n,97,0,,
5762,e,e,97,0,,
5763,c,c,97,0,,
5764,t,t,97,0,,
5765,i,i,97,0,,
5766,o,o,97,0,,
5767,n,n,97,0,,
5768,w,w,96,0,,
5769,i,i,96,0,,
5770,t,t,96,0,,
5771,h,h,96,0,,
5772,t,t,96,0,,
5773,h,h,96,0,,
5774,e,e,96,0,,
5775,a,a,96,0,,
5776,p,p,96,0,,
5777,p,p,96,0,,
5778,l,l,96,0,,
5779,i,i,96,0,,
5780,c,c,96,0,,
5781,a,a,96,0,,
5782,t,t,96,0,,
5783,i,i,96,0,,
5784,o,o,96,0,,
5785,n,n,96,0,,
5786,i,i,96,0,,
5787,s,s,96,0,,
5788,l,l,96,0,,
5789,i,i,96,0,,
5790,a,a,96,0,,
5791,b,b,96,0,,
5792,l,l,96,0,,
5793,e,e,96,0,,
5794,t,t,96,0,,
5795,o,o,96,0,,
5796,b,b,96,0,,
5797,e,e,96,0,,
5798,c,c,92,0,,
5799,a,a,92,0,,
5800,n,n,92,0,,
5801,c,c,92,0,,
5802,e,e,92,0,,
5803,l,l,92,0,,
5804,l,l,92,0,,
5805,e,e,92,0,,
5806,d,d,92,0,,
5807,7,7,95,0,,
5808,T,T,95,0,,
5809,h,h,95,0,,
5810,e,e,95,0,,
5811,a,a,96,0,,
5812,p,p,96,0,,
5813,p,p,96,0,,
5814,l,l,96,0,,
5815,i,i,96,0,,
5816,c,c,96,0,,
5817,a,a,96,0,,
5818,n,n,96,0,,
5819,t,t,96,0,,
5820,i,i,96,0,,
5821,s,s,96,0,,
5822,a,a,96,0,,
5823,d,d,96,0,,
5824,v,v,96,0,,
5825,i,i,96,0,,
5826,s,s,96,0,,
5827,e,e,96,0,,
5828,d,d,96,0,,
5829,t,t,96,0,,
5830,o,o,96,0,,
5831,r,r,96,0,,
5832,e,e,96,0,,
5833,a,a,96,0,,
5834,d,d,96,0,,
5835,t,t,96,0,,
5836,h,h,96,0,,
5837,e,e,96,0,,
5838,N,N,96,0,,
5839,o,o,96,0,,
5840,i,i,96,0,,
5841,s,s,96,0,,
5842,e,e,96,0,,
5843,C,C,96,0,,
5844,o,o,96,0,,
5845,n,n,96,0,,
5846,t,t,96,0,,
5847,r,r,96,0,,
5848,o,o,96,0,,
5849,l,l,96,0,,
5850,O,O,96,0,,
5851,r,r,96,0,,
5852,d,d,96,0,,
5853,i,i,96,0,,
5854,n,n,96,0,,
5855,a,a,96,0,,
5856,n,n,96,0,,
5857,c,c,96,0,,
5858,e,e,96,0,,
5859,a,a,96,0,,
5860,n,n,96,0,,
5861,d,d,96,0,,
5862,t,t,96,0,,
5863,h,h,96,0,,
5864,e,e,96,0,,
5865,N,N,96,0,,
5866,o,o,96,0,,
5867,i,i,96,0,,
5868,s,s,96,0,,
5869,e,e,96,0,,
5870,C,C,96,0,,
5871,o,o,96,0,,
5872,n,n,96,0,,
5873,t,t,96,0,,
5874,r,r,96,0,,
5875,o,o,96,0,,
5876,l,l,96,0,,
5877,(,(,96,0,,
5878,A,A,96,0,,
5879,i,i,96,0,,
5880,r,r,96,0,,
5881,C,C,96,0,,
5882,o,o,96,0,,
5883,m,m,96,0,,
5884,p,p,96,0,,
5885,r,r,96,0,,
5886,e,e,96,0,,
5887,s,s,96,0,,
5888,s,s,96,0,,
5889,o,o,96,0,,
5890,r,r,96,0,,
5891,s,s,96,0,,
5892,),),96,0,,
5893,R,R,95,0,,
5894,e,e,95,0,,
5895,g,g,95,0,,
5896,u,u,95,0,,
5897,l,l,95,0,,
5898,a,a,95,0,,
5899,t,t,95,0,,
5900,i,i,95,0,,
5901,o,o,95,0,,
5902,n,n,95,0,,
5903,s,s,95,0,,
5904,F,F,96,0,,
5905,O,O,96,0,,
5906,R,R,96,0,,
5907,O,O,96,0,,
5908,F,F,96,0,,
5909,F,F,96,0,,
5910,I,I,96,0,,
5911,C,C,96,0,,
5912,E,E,96,0,,
5913,U,U,96,0,,
5914,S,S,96,0,,
5915,E,E,96,0,,
5916,O,O,96,0,,
5917,N,N,96,0,,
5918,L,L,96,0,,
5919,Y,Y,96,0,,
5920,C,,,1,,
5921,h,h,91,0,,
5922,e,e,91,0,,
5923,c,c,91,0,,
5924,k,k,91,0,,
5925,l,l,91,0,,
5926,i,i,91,0,,
5927,s,s,91,0,,
5928,t,t,91,0,,
5929,i,i,95,0,,
5930,n,n,95,0,,
5931,s,s,95,0,,
5932,e,e,95,0,,
5933,n,n,95,0,,
5934,d,d,95,0,,
5935,i,i,95,0,,
5936,n,n,95,0,,
5937,g,g,95,0,,
5938,a,a,95,0,,
5939,p,p,95,0,,
5940,p,p,95,0,,
5941,l,l,95,0,,
5942,i,i,95,0,,
5943,c,c,95,0,,
5944,a,a,95,0,,
5945,t,t,95,0,,
5946,i,i,95,0,,
5947,o,o,95,0,,
5948,n,n,95,0,,
5949,f,f,96,0,,
5950,o,o,96,0,,
5951,r,r,96,0,,
5952,N,N,96,0,,
5953,o,o,96,0,,
5954,i,i,96,0,,
5955,s,s,96,0,,
5956,e,e,96,0,,
5957,E,E,96,0,,
5958,m,m,96,0,,
5959,i,i,96,0,,
5960,s,s,96,0,,
5961,s,s,96,0,,
5962,i,i,96,0,,
5963,o,o,96,0,,
5964,n,n,96,0,,
5965,L,L,95,0,,
5966,a,a,95,0,,
5967,b,b,95,0,,
5968,e,e,95,0,,
5969,l,l,95,0,,
5970,1,,,1,,
5971,C,C,92,0,,
5972,h,h,92,0,,
5973,e,e,92,0,,
5974,c,c,92,0,,
5975,k,k,92,0,,
5976,l,l,92,0,,
5977,i,i,92,0,,
5978,s,s,92,0,,
5979,t,t,92,0,,
5980,o,o,96,0,,
5981,f,f,96,0,,
5982,i,i,96,0,,
5983,t,t,96,0,,
5984,e,e,96,0,,
5985,m,m,96,0,,
5986,s,s,96,0,,
5987,t,t,96,0,,
5988,o,o,96,0,,
5989,b,b,96,0,,
5990,e,e,96,0,,
5991,s,s,96,0,,
5992,u,u,96,0,,
5993,b,b,96,0,,
5994,m,m,96,0,,
5995,i,i,96,0,,
5996,t,t,96,0,,
5997,t,t,96,0,,
5998,e,e,96,0,,
5999,d,d,96,0,,
6000,w,w,96,0,,
6001,h,h,96,0,,
6002,e,e,96,0,,
6003,n,n,96,0,,
6004,a,a,96,0,,
6005,p,p,96,0,,
6006,p,p,96,0,,
6007,l,l,96,0,,
6008,y,y,96,0,,
6009,i,i,96,0,,
6010,n,n,96,0,,
6011,g,g,96,0,,
6012,f,f,96,0,,
6013,o,o,96,0,,
6014,r,r,96,0,,
6015,N,N,96,0,,
6016,o,o,96,0,,
6017,i,i,96,0,,
6018,s,s,96,0,,
6019,e,e,96,0,,
6020,E,E,96,0,,
6021,m,m,96,0,,
6022,i,i,96,0,,
6023,s,s,96,0,,
6024,s,s,96,0,,
6025,i,i,96,0,,
6026,o,o,96,0,,
6027,n,n,96,0,,
6028,L,L,93,0,,
6029,a,a,93,0,,
6030,b,b,93,0,,
6031,e,e,93,0,,
6032,l,l,93,0,,
6033,s,s,93,0,,
6034,(,(,90,0,,
6035,N,N,90,0,,
6036,E,E,90,0,,
6037,L,L,90,0,,
6038,s,s,90,0,,
6039,),),90,0,,
6040,:,:,90,0,,
6041,2,,,1,,
6042,T,T,96,0,,
6043,h,h,96,0,,
6044,e,e,96,0,,
6045,a,a,96,0,,
6046,p,p,96,0,,
6047,p,p,96,0,,
6048,l,l,96,0,,
6049,i,i,96,0,,
6050,c,c,96,0,,
6051,a,a,96,0,,
6052,t,t,96,0,,
6053,i,i,96,0,,
6054,o,o,96,0,,
6055,n,n,96,0,,
6056,f,f,96,0,,
6057,o,o,96,0,,
6058,r,r,96,0,,
6059,m,m,96,0,,
6060,m,m,96,0,,
6061,u,u,96,0,,
6062,s,s,96,0,,
6063,t,t,96,0,,
6064,b,b,96,0,,
6065,e,e,96,0,,
6066,d,d,96,0,,
6067,u,u,96,0,,
6068,l,l,96,0,,
6069,y,y,96,0,,
6070,c,c,96,0,,
6071,o,o,96,0,,
6072,m,m,96,0,,
6073,p,p,96,0,,
6074,l,l,96,0,,
6075,e,e,96,0,,
6076,t,t,96,0,,
6077,e,e,96,0,,
6078,d,d,96,0,,
6079,a,a,96,0,,
6080,n,n,96,0,,
6081,d,d,96,0,,
6082,s,s,96,0,,
6083,i,i,96,0,,
6084,g,g,96,0,,
6085,n,n,96,0,,
6086,e,e,96,0,,
6087,d,d,96,0,,
6088,b,b,97,0,,
6089,y,y,97,0,,
6090,t,t,97,0,,
6091,h,h,97,0,,
6092,e,e,97,0,,
6093,a,a,96,0,,
6094,p,p,96,0,,
6095,p,p,96,0,,
6096,l,l,96,0,,
6097,i,i,96,0,,
6098,c,c,96,0,,
6099,a,a,96,0,,
6100,n,n,96,0,,
6101,t,t,96,0,,
6102,3,,,1,,
6103,T,T,97,0,,
6104,h,h,97,0,,
6105,e,e,97,0,,
6106,a,a,96,0,,
6107,p,p,96,0,,
6108,p,p,96,0,,
6109,l,l,96,0,,
6110,i,i,96,0,,
6111,c,c,96,0,,
6112,a,a,96,0,,
6113,t,t,96,0,,
6114,i,i,96,0,,
6115,o,o,96,0,,
6116,n,n,96,0,,
6117,f,f,96,0,,
6118,e,e,96,0,,
6119,e,e,96,0,,
6120,f,f,96,0,,
6121,o,o,96,0,,
6122,r,r,96,0,,
6123,e,e,96,0,,
6124,a,a,96,0,,
6125,c,c,96,0,,
6126,h,h,96,0,,
6127,N,N,96,0,,
6128,E,E,96,0,,
6129,L,L,96,0,,
6130,a,a,96,0,,
6131,p,p,96,0,,
6132,p,p,96,0,,
6133,l,l,96,0,,
6134,i,i,96,0,,
6135,e,e,96,0,,
6136,d,d,96,0,,
6137,f,f,96,0,,
6138,o,o,96,0,,
6139,r,r,96,0,,
6140,i,i,93,0,,
6141,s,s,93,0,,
6142,H,H,92,0,,
6143,K,K,92,0,,
6144,$,$,92,0,,
6145,5,5,92,0,,
6146,3,3,92,0,,
6147,0,0,92,0,,
6148,C,C,96,0,,
6149,h,h,96,0,,
6150,e,e,96,0,,
6151,q,q,96,0,,
6152,u,u,96,0,,
6153,e,e,96,0,,
6154,s,s,96,0,,
6155,s,s,96,0,,
6156,h,h,96,0,,
6157,a,a,96,0,,
6158,l,l,96,0,,
6159,l,l,96,0,,
6160,b,b,96,0,,
6161,e,e,96,0,,
6162,c,c,95,0,,
6163,r,r,95,0,,
6164,o,o,95,0,,
6165,s,s,95,0,,
6166,s,s,95,0,,
6167,e,e,95,0,,
6168,d,d,95,0,,
6169,a,a,95,0,,
6170,n,n,95,0,,
6171,d,d,95,0,,
6172,m,m,96,0,,
6173,a,a,96,0,,
6174,d,d,96,0,,
6175,e,e,96,0,,
6176,p,p,96,0,,
6177,a,a,96,0,,
6178,y,y,96,0,,
6179,a,a,96,0,,
6180,b,b,96,0,,
6181,l,l,96,0,,
6182,e,e,96,0,,
6183,t,t,96,0,,
6184,o,o,96,0,,
6185,T,T,94,0,,
6186,h,h,94,0,,
6187,e,e,94,0,,
6188,G,G,96,0,,
6189,o,o,96,0,,
6190,v,v,96,0,,
6191,e,e,96,0,,
6192,r,r,96,0,,
6193,n,n,96,0,,
6194,m,m,96,0,,
6195,e,e,96,0,,
6196,n,n,96,0,,
6197,t,t,96,0,,
6198,o,o,96,0,,
6199,f,f,96,0,,
6200,t,t,96,0,,
6201,h,h,96,0,,
6202,e,e,96,0,,
6203,H,H,96,0,,
6204,o,o,96,0,,
6205,n,n,96,0,,
6206,g,g,96,0,,
6207,K,K,96,0,,
6208,o,o,96,0,,
6209,n,n,96,0,,
6210,g,g,96,0,,
6211,S,S,96,0,,
6212,p,p,96,0,,
6213,e,e,96,0,,
6214,c,c,96,0,,
6215,i,i,96,0,,
6216,a,a,96,0,,
6217,l,l,96,0,,
6218,A,A,96,0,,
6219,d,d,96,0,,
6220,m,m,96,0,,
6221,i,i,96,0,,
6222,n,n,96,0,,
6223,i,i,96,0,,
6224,s,s,96,0,,
6225,t,t,96,0,,
6226,r,r,96,0,,
6227,a,a,96,0,,
6228,t,t,96,0,,
6229,i,i,96,0,,
6230,v,v,96,0,,
6231,e,e,96,0,,
6232,R,R,96,0,,
6233,e,e,96,0,,
6234,g,g,96,0,,
6235,i,i,96,0,,
6236,o,o,96,0,,
6237,n,n,96,0,,
6238,T,T,96,0,,
6239,h,h,96,0,,
6240,e,e,96,0,,
6241,f,f,96,0,,
6242,e,e,96,0,,
6243,e,e,96,0,,
6244,p,p,96,0,,
6245,a,a,96,0,,
6246,y,y,96,0,,
6247,a,a,96,0,,
6248,b,b,96,0,,
6249,l,l,96,0,,
6250,e,e,96,0,,
6251,o,o,96,0,,
6252,n,n,96,0,,
6253,s,s,96,0,,
6254,u,u,96,0,,
6255,b,b,96,0,,
6256,m,m,96,0,,
6257,i,i,96,0,,
6258,s,s,96,0,,
6259,s,s,96,0,,
6260,i,i,96,0,,
6261,o,o,96,0,,
6262,n,n,96,0,,
6263,o,o,96,0,,
6264,f,f,96,0,,
6265,t,t,96,0,,
6266,h,h,96,0,,
6267,e,e,96,0,,
6268,a,a,96,0,,
6269,p,p,96,0,,
6270,p,p,96,0,,
6271,l,l,96,0,,
6272,i,i,96,0,,
6273,c,c,96,0,,
6274,a,a,96,0,,
6275,t,t,96,0,,
6276,i,i,96,0,,
6277,o,o,96,0,,
6278,n,n,96,0,,
6279,s,s,96,0,,
6280,w,w,96,0,,
6281,i,i,96,0,,
6282,l,l,96,0,,
6283,l,l,96,0,,
6284,n,n,96,0,,
6285,o,o,96,0,,
6286,t,t,96,0,,
6287,b,b,96,0,,
6288,e,e,96,0,,
6289,r,r,96,0,,
6290,e,e,96,0,,
6291,f,f,96,0,,
6292,u,u,96,0,,
6293,n,n,96,0,,
6294,d,d,96,0,,
6295,e,e,96,0,,
6296,d,d,96,0,,
6297,4,,,1,,
6298,T,T,96,0,,
6299,h,h,96,0,,
6300,e,e,96,0,,
6301,a,a,96,0,,
6302,p,p,96,0,,
6303,p,p,96,0,,
6304,l,l,96,0,,
6305,i,i,96,0,,
6306,c,c,96,0,,
6307,a,a,96,0,,
6308,t,t,96,0,,
6309,i,i,96,0,,
6310,o,o,96,0,,
6311,n,n,96,0,,
6312,w,w,96,0,,
6313,i,i,96,0,,
6314,l,l,96,0,,
6315,l,l,96,0,,
6316,b,b,96,0,,
6317,e,e,96,0,,
6318,p,p,96,0,,
6319,r,r,96,0,,
6320,o,o,96,0,,
6321,c,c,96,0,,
6322,e,e,96,0,,
6323,s,s,96,0,,
6324,s,s,96,0,,
6325,e,e,96,0,,
6326,d,d,96,0,,
6327,w,w,96,0,,
6328,i,i,96,0,,
6329,t,t,96,0,,
6330,h,h,96,0,,
6331,i,i,96,0,,
6332,n,n,96,0,,
6333,2,2,97,0,,
6334,8,8,97,0,,
6335,d,d,96,0,,
6336,a,a,96,0,,
6337,y,y,96,0,,
6338,s,s,96,0,,
6339,(,(,96,0,,
6340,9,9,96,0,,
6341,0,0,96,0,,
6342,%,%,96,0,,
6343,i,i,96,0,,
6344,n,n,96,0,,
6345,1,1,96,0,,
6346,5,5,96,0,,
6347,d,d,96,0,,
6348,a,a,96,0,,
6349,y,y,96,0,,
6350,s,s,96,0,,
6351,u,u,93,0,,
6352,n,n,93,0,,
6353,d,d,93,0,,
6354,e,e,93,0,,
6355,r,r,93,0,,
6356,E,E,92,0,,
6357,P,P,92,0,,
6358,D,D,92,0,,
6359,',',92,0,,
6360,s,s,92,0,,
6361,p,p,96,0,,
6362,e,e,96,0,,
6363,r,r,96,0,,
6364,f,f,96,0,,
6365,o,o,96,0,,
6366,r,r,96,0,,
6367,m,m,96,0,,
6368,a,a,96,0,,
6369,n,n,96,0,,
6370,c,c,96,0,,
6371,e,e,96,0,,
6372,p,p,96,0,,
6373,l,l,96,0,,
6374,e,e,96,0,,
6375,d,d,96,0,,
6376,g,g,96,0,,
6377,e,e,96,0,,
6378,),),96,0,,
6379,5,,,1,,
6380,Y,Y,96,0,,
6381,o,o,96,0,,
6382,u,u,96,0,,
6383,m,m,96,0,,
6384,a,a,96,0,,
6385,y,y,96,0,,
6386,s,s,96,0,,
6387,u,u,96,0,,
6388,b,b,96,0,,
6389,m,m,96,0,,
6390,i,i,96,0,,
6391,t,t,96,0,,
6392,y,y,96,0,,
6393,o,o,96,0,,
6394,u,u,96,0,,
6395,r,r,96,0,,
6396,a,a,96,0,,
6397,p,p,96,0,,
6398,p,p,96,0,,
6399,l,l,96,0,,
6400,i,i,96,0,,
6401,c,c,96,0,,
6402,a,a,96,0,,
6403,t,t,96,0,,
6404,i,i,96,0,,
6405,o,o,96,0,,
6406,n,n,96,0,,
6407,t,t,97,0,,
6408,o,o,97,0,,
6409,a,a,96,0,,
6410,n,n,96,0,,
6411,a,a,96,0,,
6412,p,p,96,0,,
6413,p,p,96,0,,
6414,r,r,96,0,,
6415,o,o,96,0,,
6416,p,p,96,0,,
6417,r,r,96,0,,
6418,i,i,96,0,,
6419,a,a,96,0,,
6420,t,t,96,0,,
6421,e,e,96,0,,
6422,o,o,96,0,,
6423,f,f,96,0,,
6424,f,f,96,0,,
6425,i,i,96,0,,
6426,c,c,96,0,,
6427,e,e,96,0,,
6428,o,o,97,0,,
6429,f,f,97,0,,
6430,t,t,96,0,,
6431,h,h,96,0,,
6432,e,e,96,0,,
6433,E,E,96,0,,
6434,n,n,96,0,,
6435,v,v,96,0,,
6436,i,i,96,0,,
6437,r,r,96,0,,
6438,o,o,96,0,,
6439,n,n,96,0,,
6440,m,m,96,0,,
6441,e,e,96,0,,
6442,n,n,96,0,,
6443,t,t,96,0,,
6444,a,a,96,0,,
6445,l,l,96,0,,
6446,P,P,96,0,,
6447,r,r,96,0,,
6448,o,o,96,0,,
6449,t,t,96,0,,
6450,e,e,96,0,,
6451,c,c,96,0,,
6452,t,t,96,0,,
6453,i,i,96,0,,
6454,o,o,96,0,,
6455,n,n,96,0,,
6456,D,D,96,0,,
6457,e,e,96,0,,
6458,p,p,96,0,,
6459,a,a,96,0,,
6460,r,r,96,0,,
6461,t,t,96,0,,
6462,m,m,96,0,,
6463,e,e,96,0,,
6464,n,n,96,0,,
6465,t,t,96,0,,
