,word data,ocr data,conf,check,ocr time
149,a,a,96,0,
150,n,n,96,0,
151,a,a,96,0,
152,n,n,96,0,
153,n,n,96,0,
154,u,u,96,0,
155,a,a,96,0,
156,l,l,96,0,
157,r,r,96,0,
158,e,e,96,0,
159,t,t,96,0,
160,u,u,96,0,
161,r,r,96,0,
162,n,n,96,0,
163,w,w,96,0,
164,h,h,96,0,
165,i,i,96,0,
166,c,c,96,0,
167,h,h,96,0,
168,s,s,96,0,
169,h,h,96,0,
170,o,o,96,0,
171,u,u,96,0,
172,l,l,96,0,
173,d,d,96,0,
174,b,b,96,0,
175,e,e,96,0,
176,d,d,96,0,
177,e,e,96,0,
178,l,l,96,0,
179,i,i,96,0,
180,v,v,96,0,
181,e,e,96,0,
182,r,r,96,0,
183,e,e,96,0,
184,d,d,96,0,
185,t,t,96,0,
186,o,o,96,0,
187,t,t,96,0,
188,h,h,96,0,
189,e,e,96,0,
190,R,R,96,0,
191,e,e,96,0,
192,g,g,96,0,
193,i,i,96,0,
194,s,s,96,0,
195,t,t,96,0,
196,r,r,96,0,
197,a,a,96,0,
198,r,r,96,0,
199,o,o,96,0,
200,f,f,96,0,
201,C,C,96,0,
202,o,o,96,0,
203,m,m,96,0,
204,p,p,96,0,
205,a,a,96,0,
206,n,n,96,0,
207,i,i,96,0,
208,e,e,96,0,
209,s,s,96,0,
210,(,(,96,0,
211,t,t,96,0,
212,h,h,96,0,
213,e,e,96,0,
214,R,R,96,0,
215,e,e,96,0,
216,g,g,96,0,
217,i,i,96,0,
218,s,s,96,0,
219,t,t,96,0,
220,r,r,96,0,
221,a,a,96,0,
222,r,r,96,0,
223,),),96,0,
224,f,f,96,0,
225,o,o,96,0,
226,r,r,96,0,
227,r,r,91,0,
228,e,e,91,0,
229,g,g,91,0,
230,i,i,91,0,
231,s,s,91,0,
232,t,t,91,0,
233,r,r,91,0,
234,a,a,91,0,
235,t,t,91,0,
236,i,i,91,0,
237,o,o,91,0,
238,n,n,91,0,
239,I,I,92,0,
240,t,t,92,0,
241,i,i,94,0,
242,s,s,94,0,
243,t,t,96,0,
244,h,h,96,0,
245,e,e,96,0,
246,d,d,96,0,
247,u,u,96,0,
248,t,t,96,0,
249,y,y,96,0,
250,o,o,97,0,
251,f,f,97,0,
252,t,t,92,0,
253,h,h,92,0,
254,e,e,92,0,
255,d,d,92,0,
256,i,i,92,0,
257,r,r,92,0,
258,e,e,92,0,
259,c,c,92,0,
260,t,t,92,0,
261,o,o,92,0,
262,r,r,92,0,
263,(,(,92,0,
264,s,s,92,0,
265,),),92,0,
266,a,a,96,0,
267,n,n,96,0,
268,d,d,96,0,
269,t,t,96,0,
270,h,h,96,0,
271,e,e,96,0,
272,c,c,96,0,
273,o,o,96,0,
274,m,m,96,0,
275,p,p,96,0,
276,a,a,96,0,
277,n,n,96,0,
278,y,y,96,0,
279,s,s,96,0,
280,e,e,96,0,
281,c,c,96,0,
282,r,r,96,0,
283,e,e,96,0,
284,t,t,96,0,
285,a,a,96,0,
286,r,r,96,0,
287,y,y,96,0,
288,t,t,96,0,
289,o,o,96,0,
290,e,e,96,0,
291,n,n,96,0,
292,s,s,96,0,
293,u,u,96,0,
294,r,r,96,0,
295,e,e,96,0,
296,t,t,96,0,
297,h,h,96,0,
298,a,a,96,0,
299,t,t,96,0,
300,t,t,96,0,
301,h,h,96,0,
302,e,e,96,0,
303,r,r,96,0,
304,e,e,96,0,
305,t,t,96,0,
306,u,u,96,0,
307,r,r,96,0,
308,n,n,96,0,
309,a,a,96,0,
310,c,c,96,0,
311,c,c,96,0,
312,u,u,96,0,
313,r,r,96,0,
314,a,a,96,0,
315,t,t,96,0,
316,e,e,96,0,
317,l,l,96,0,
318,y,y,96,0,
319,r,r,96,0,
320,e,e,96,0,
321,f,f,96,0,
322,l,l,96,0,
323,e,e,96,0,
324,c,c,96,0,
325,t,t,96,0,
326,s,s,96,0,
327,t,t,96,0,
328,h,h,96,0,
329,e,e,96,0,
330,a,a,96,0,
331,f,f,96,0,
332,f,f,96,0,
333,a,a,96,0,
334,i,i,96,0,
335,r,r,96,0,
336,s,s,96,0,
337,o,o,96,0,
338,f,f,96,0,
339,t,t,96,0,
340,h,h,96,0,
341,e,e,96,0,
342,c,c,96,0,
343,o,o,96,0,
344,m,m,96,0,
345,p,p,96,0,
346,a,a,96,0,
347,n,n,96,0,
348,y,y,96,0,
349,a,a,95,0,
350,s,s,95,0,
